index,size,user,Population_woman,Population_man,under10,10대,20대,30대,40대,50대,60대,70대,80대,90대,transit_count,도서시설,전시시설,공연시설,지역문화활동시설,total
227,1773.64,8129,1941483,1768516,385103,516843,1136890,1106499,1103289,1181757,1026798,580817,236638,6135,11,73,135,33,15,256
228,,,2027766,1845861,409778,544802,1197307,1185706,1160197,1208107,1029251,582252,234272,6115,35,84,135,31,15,265
229,,14050,63558,67041,21785,25336,26100,33536,42547,42203,33666,17463,9934,951,7,3,0,1,2,6
230,199.5,2595,76340,74200,17375,26090,32064,28356,42400,54807,50441,27403,14294,1387,12,3,7,2,2,14
231,736,3665,1558703,1409343,335419,437226,866503,928134,904386,920727,778327,419209,173293,5652,13,51,117,25,15,208
232,8481,22468,43228,42259,13994,17976,16360,19313,29817,33227,27356,15714,7687,498,5,5,10,2,3,20
233,807,5403,28288,27818,5577,7991,6941,8604,12810,18320,20762,13355,8669,755,5,1,1,1,2,5
234,3367.18,22082,2025770,1881128,448250,617468,1095658,1161293,1217724,1246813,1082242,566701,192025,6585,0,79,45,23,12,159
235,3567,5051,36532,38907,9452,13398,14771,13411,22480,24214,25150,14158,7940,692,1,2,1,1,1,5
236,788.73,74,6025,5644,392,988,925,1032,1978,3692,4877,3241,2440,415,5,1,2,1,1,5
237,1286,3139,25756,24911,5019,7418,6342,8495,14273,17550,19945,12904,7199,717,0,1,0,1,1,3
238,3018,13404,585682,559447,154594,220645,312065,277237,357419,382505,302915,161095,67574,4590,15,21,27,14,13,75
239,438.41,,657643,631782,180656,257404,345593,312613,413098,426601,326956,171653,71539,5034,10,24,21,15,15,75
240,"1,438.16",,618203,591455,183445,234140,277677,342830,415042,404347,300669,148617,57612,2940,19,18,7,10,5,40
241,"1,158.91",,619393,593180,181929,242497,278052,333405,422606,403539,294182,153618,60218,3042,12,18,10,10,5,43
242,"1,007.77",,657255,632092,192976,253212,297901,358838,450221,432685,324141,166621,64192,3141,23,20,10,11,5,46
243,370.99,,64990,63963,18080,25955,25220,27199,45140,45688,36111,19049,7947,614,7,2,7,1,0,10
244,748.26,396,1941147,1767686,411485,544166,1125061,1150188,1127144,1151435,973222,542768,218368,6414,14,67,122,29,16,234
245,5007.69,30153,1378936,1344510,324336,444761,680609,734310,838381,967531,830028,353385,137264,9225,20,48,19,18,15,100
246,3422.8,50249,1540596,1478645,354045,483210,752345,828340,928448,1059830,928734,405744,146847,8401,15,45,16,13,10,84
247,1593.36,,19189,18681,2626,6190,8061,5147,8143,12480,15093,9165,5749,542,5,1,8,2,2,13
248,674,3588,17208,16302,2910,4933,3925,4670,8123,11028,12766,9722,6404,602,4,2,2,1,2,7
249,"3,252.16",6300,709878,664728,150702,200530,341668,332959,389088,455706,469966,250733,94658,5172,19,16,15,4,14,49
250,597.56,25,940225,860910,190969,270812,431389,417716,522702,584714,601701,350152,137319,6346,19,25,23,9,20,77
251,,71804,1093123,1011684,222840,310476,500291,488261,603685,688416,727980,413974,158320,8520,37,24,29,10,25,88
252,2972.82,6406,699851,654429,149088,200966,337973,324088,382825,449749,462450,242918,91010,5142,33,13,16,4,10,43
253,198.34,300,760516,713459,142288,209545,373056,334749,407718,483559,519469,297030,116022,6093,37,15,24,7,20,66
254,,109041,921158,844877,186526,263487,427350,411131,511812,574768,597760,349547,136389,6286,36,24,25,9,23,81
255,2017,3808,878799,829914,189295,291948,415669,380073,509321,611523,532889,281862,117802,5316,32,32,15,15,13,75
256,4603.5,6717,1457131,1406802,338271,453855,714355,786317,878066,1014539,886550,381067,141035,8142,26,43,14,15,9,81
257,1120,,10614,10671,2279,3445,3812,4159,5390,7301,7924,3876,2400,140,13,2,2,1,1,6
258,2098,2155,6908,6489,771,1012,1025,1003,2093,3667,5073,4071,2949,353,5,1,1,1,1,4
259,6026,5215,33979,34324,8279,11052,10571,12491,19771,22521,22792,13772,7399,677,6,3,3,1,1,8
260,,5792,494360,497260,136541,185453,276486,274835,319584,368946,253377,91762,39542,2649,18,18,7,3,2,30
261,2400,,301263,306760,102300,138579,158628,177819,216395,190998,125755,51063,22465,1467,6,10,8,5,4,27
262,"2,843.83",,1762270,1623125,369209,510140,1049822,1078869,1049507,1042716,878368,481151,168380,5057,30,64,95,33,13,205
263,4487,12755,681176,699541,261097,297731,355169,455591,520206,410918,251528,93476,31445,1825,6,30,11,6,4,51
264,"6,259",7825,35248,33567,7806,10161,10076,13002,18684,23412,28268,16230,8784,614,4,2,1,1,3,7
265,629.38,825,1735475,1599116,365665,505692,981958,1043990,1032057,1040593,894017,481853,161858,5251,18,62,60,29,8,159
266,220,640,1905507,1740687,366983,516902,1091939,1046169,1061137,1180001,1040879,574399,235002,7065,16,80,132,34,17,263
267,5597.61,782,1702687,1555478,373000,488850,912404,1016637,1006482,1032582,886609,469164,183105,6428,8,61,53,17,13,144
268,743,390,1073934,1052867,281840,373669,523865,579591,684526,730743,612341,268836,104498,6579,3,40,20,16,13,89
269,17823,3721,38250,44054,10961,13386,16450,21293,23625,26005,23668,12708,7101,457,18,5,1,1,0,7
270,"3,768,307",,4895,4543,735,1452,1382,1479,2719,3592,4256,2912,1743,228,1,1,4,1,0,6
271,6457,15045,28202,26800,5317,6774,7512,8456,12335,18381,23479,15230,9745,737,2,3,1,1,1,6
272,"4,296.62",3437,13100,13095,1979,3633,3494,3616,5636,8736,9870,7459,5646,511,10,1,0,1,2,4
273,"12,822",9532,141704,140011,39059,57594,57546,58573,89282,90527,79541,48295,22535,1517,4,7,14,3,2,26
274,4925,9875,141187,140336,39081,57469,57491,58504,89233,89978,78291,47668,22243,1526,4,7,14,3,3,27
275,462,,2069005,1934047,440233,580851,1194923,1256459,1211440,1250143,1099165,576373,209751,7141,16,63,25,21,16,125
276,"3,574.22",3002,35878,43235,11423,10852,16857,24482,24355,26477,23289,9956,4957,400,9,2,0,1,1,4
277,219,100,90092,88313,19295,31568,46231,34623,51806,59070,56775,31114,15176,1132,12,3,15,4,3,25
278,,392,36841,36809,8378,12546,15151,14406,21151,25509,24087,12098,5928,436,0,3,10,2,1,16
279,"18,902",47817,2089190,1910931,420890,565277,1254713,1261366,1196826,1225770,1051253,585652,228103,6767,9,66,117,31,16,230
280,"5,247",3493,43356,43982,11852,16036,14395,16850,28530,30908,29245,15106,6935,399,7,3,1,1,2,7
281,78,,894404,844766,189746,295379,424037,385285,515160,625521,542198,287105,120415,5550,16,32,15,15,13,75
282,307,,753520,710816,158835,242220,359250,327971,431732,514666,455965,251850,108266,5017,11,28,14,12,10,64
283,"2,241",856,14766,14599,2324,4058,3251,3770,6155,9489,12077,8261,6248,495,14,3,2,2,2,9
284,"5,519",7283,975941,898455,209348,287287,452841,442051,545291,620989,628461,345438,132962,7266,15,25,22,8,15,70
285,680,1391,73657,73711,17761,26588,32721,31802,43395,52396,44904,25428,13709,944,11,4,2,1,2,9
286,954,,954370,938284,248577,318396,459250,518965,601929,648784,554753,245786,93973,5524,11,32,19,14,14,79
287,,,435902,422118,95087,158512,241676,197081,253625,282842,253910,131821,55986,3635,8,12,6,8,8,34
288,"9,900",7088,1201950,1110287,237429,359722,652443,601199,680135,769248,686100,377618,154306,5316,23,48,39,15,10,112
289,,,1444303,1325248,323722,452756,805962,872810,884300,861533,721199,383535,123950,4250,18,49,48,20,7,124
290,760,4096,342812,329724,90036,137972,179722,155991,206473,221991,177499,95139,45059,3570,5,17,17,10,10,54
291,"7,683",,162943,157827,43752,60832,78153,78286,98798,107917,91758,38596,20906,1425,13,4,6,3,3,16
292,"1,253",33355,2036307,1855539,394715,544053,1181131,1142665,1146341,1247493,1091264,606827,247306,7183,14,75,136,36,18,265
293,11217.23,30310,654265,645405,171138,252471,387007,331748,397772,421674,350847,162990,67799,4715,4,18,18,11,7,54
294,,7,577743,564747,144453,221544,338460,282911,345182,370442,320090,154325,64745,4237,31,17,12,11,8,48
295,"23,609.14",351,553138,539730,135433,211669,324532,268726,327637,353716,307426,149311,62606,4021,22,16,10,11,8,45
296,,,583430,570048,145757,223427,341459,285039,347934,373486,322021,155156,65084,4257,14,17,12,11,8,48
297,40774,103448,654265,645405,171138,252471,387007,331748,397772,421674,350847,162990,67799,4715,4,18,18,11,7,54
298,9000,226,603394,590390,151731,229936,350538,294008,359393,384636,329229,157925,65756,4242,19,18,14,12,8,52
299,"5,383",,475222,467684,138074,192554,284720,254738,299621,303630,239293,103062,40755,2980,5,11,13,7,3,34
300,10872,38216,654265,645405,171138,252471,387007,331748,397772,421674,350847,162990,67799,4715,4,18,18,11,7,54
301,,,513588,503505,140672,198658,304808,268178,315653,325347,264950,120086,48417,3310,9,14,13,8,3,38
302,1453,1687,672535,660412,176929,259952,392690,336812,408499,430999,358386,166771,69198,4828,21,22,19,14,7,62
303,,53,472431,460019,126809,182544,275416,239804,286832,297738,243895,112528,45887,3069,15,11,10,6,3,30
304,209.28,,1077034,989210,223761,309461,489182,482993,601571,673766,697395,399173,155656,7961,2,27,25,10,21,83
305,"6,700",5794,808935,763617,173643,268390,385289,350084,464848,558352,488479,257903,107615,4921,12,32,14,13,12,71
306,431,,589065,584225,147285,222880,352291,298771,354873,383522,322792,153380,64256,4231,8,17,16,10,9,52
307,23312.39,15693,749123,709778,175042,245562,362401,342724,436497,515970,445628,230248,95207,4617,19,24,8,12,10,54
308,"26,793.75",84988,896562,847934,190314,294973,426401,386771,515023,624707,539066,285755,120373,5484,15,34,15,15,15,79
309,"10,124",2938,789832,744855,184271,265549,370070,353781,464621,543658,470055,244834,101853,4914,14,28,8,12,13,61
310,,189,871333,824086,189492,290214,416409,379342,504213,603462,529142,279613,116456,5222,22,33,14,15,13,75
311,3092,67588,864588,818030,183441,283591,411383,373624,498214,604910,520788,278289,117407,5367,9,33,15,15,15,78
312,238,15006,896597,850431,207248,304445,435739,402866,528362,623651,525997,270297,111600,5143,9,32,12,14,15,73
313,389,,666588,631390,140631,215250,324162,292422,383570,458124,401597,223513,97142,4796,11,27,15,10,10,62
314,66100,39816,867140,820214,198602,292045,413888,386065,508094,597419,516915,269401,111162,5011,3,31,14,13,13,71
315,816.23,26687,49681,53296,18694,20527,19767,28695,36595,32724,24763,12680,7104,461,8,3,4,1,2,10
316,3.584,,16023,15475,3286,5735,6245,5798,7598,13426,12924,6652,4110,316,11,1,5,1,2,9
317,357,758,44883,47860,20944,17454,18151,30804,33194,25853,20670,9099,4341,408,8,1,0,1,1,3
318,527.67,288,337595,326584,94708,129281,156741,159060,214800,242719,193638,85797,31728,1761,19,6,1,3,4,14
319,9230,28767,669265,632695,158789,221419,318847,308901,394289,465728,404915,207937,85561,4176,4,23,6,12,10,51
320,,,8203,8429,1350,2605,3450,2419,3750,5822,7106,3956,2208,91,12,2,1,1,2,6
321,1171,29150,1031415,974980,265111,340078,500798,557595,645792,650902,563829,281893,98341,4219,16,28,9,5,7,49
322,"2,615",6495,44890,44078,11641,17469,17040,17409,24606,28580,29717,16887,11138,1176,5,3,2,1,1,7
323,"1,471",7140,1262459,1170307,262732,380997,669900,637962,728792,817290,724515,395003,158940,5518,38,51,23,11,9,94
324,13167,7976,1322689,1228986,283525,402673,684619,667218,771767,855176,757309,409824,163466,5583,17,49,20,14,9,92
325,9349,26572,2002886,1853705,410195,561421,1209038,1239181,1182207,1191287,997150,552541,204774,5648,3,68,112,35,14,229
326,"2,023.53",212,12956,12151,1411,3416,2371,2585,4954,8535,11221,7582,5258,606,2,2,2,1,2,7
327,1039,22328,164746,167318,54226,59958,73608,94506,116788,117012,97262,42465,13143,450,0,6,4,1,1,12
328,7934,14278,2091907,1905476,423889,579148,1232133,1219229,1216934,1263937,1072777,606897,239725,6351,22,83,135,34,16,268
329,9994,14536,715250,723233,204605,280544,355160,380407,486961,504186,377938,151317,58422,4025,10,23,8,5,5,41
330,5193,3802,141290,138006,38913,57392,57455,58470,89284,90501,79970,48300,22738,1583,10,6,11,3,2,22
331,5610.71,,43648,43179,11502,14068,16770,18773,22730,25308,24608,16420,10760,1224,10,3,5,1,2,11
332,1644.7,29141,1939773,1796832,423689,589748,1050517,1131055,1172177,1196502,1034596,545496,184879,6404,28,77,55,30,13,175
333,22283.61,46798,1553845,1436433,307438,436359,866760,826662,874296,984522,879207,480160,193731,6402,6,68,80,25,15,188
334,424,3103,1896306,1788724,394591,530542,1111681,1159635,1108212,1152735,1021589,535756,188424,6573,15,63,19,19,14,115
335,717,2635,245552,233759,64084,83464,110456,109202,150842,151768,152168,84719,33636,2537,7,5,8,4,4,21
336,"2,554.89",,110572,121350,36943,43707,48274,65056,79084,81167,72204,26527,6141,319,15,4,1,1,2,8
337,"5,868",1747,154128,154859,34917,53413,75953,68465,91368,125032,93879,38836,16179,1202,9,4,9,4,6,23
338,18383,33287,162708,164258,55283,72833,64684,82211,121670,118527,78741,31910,11873,1052,14,7,4,3,3,17
339,43782.2,12871,206877,206278,55797,85695,96817,93586,139494,164021,110908,44630,17932,1511,21,4,10,4,5,23
340,407,,223261,222105,60688,94229,101516,99217,151208,173122,116308,47142,18549,1503,24,5,10,5,5,25
341,"3,780",,157880,158155,35891,54667,76855,69041,92951,126169,92886,37747,15729,1195,0,4,10,4,5,23
342,"18,383",3909,180733,179295,56682,80282,73922,88533,130846,135375,88816,33119,11578,868,11,5,5,2,1,13
343,2167,9891,596899,567725,191714,230459,257719,327170,415427,400985,281681,117628,52283,3464,28,19,5,6,6,36
344,1789,10572,49046,48624,9597,15887,18192,17053,24406,34358,35702,21069,12587,1091,8,1,1,2,3,7
345,519,1221,54472,54189,9489,16786,19455,18293,26197,36563,39669,23933,14110,1178,0,2,1,2,3,8
346,"4,867",9104,27910,26638,5542,9376,8099,8508,14006,17782,19476,12847,8742,966,7,3,3,1,2,9
347,"1,636.23",5206,44416,43469,17020,20531,18829,23754,34622,36619,29770,16990,7975,472,23,5,11,2,2,20
348,"2,025",,1445311,1387223,317140,411345,841338,874012,843604,892288,786012,405418,145891,5140,17,47,12,15,12,86
349,"9,115.58",,1639670,1558489,355533,474747,945820,989417,967909,1008853,888115,467726,164884,5645,10,49,15,18,12,94
350,6089,11371,525786,490460,124099,166142,229276,232931,303620,341976,345622,183716,68619,4338,7,16,13,3,7,39
351,,2010,17616,17235,3979,7068,5221,5903,10305,12235,10904,7240,4098,301,5,4,3,1,4,12
352,6424,13275,1534637,1469743,336930,439112,888982,926551,899949,947217,840080,435833,153663,5375,16,50,14,18,12,94
353,"4,607.30",,344912,357290,101428,129064,158674,181377,223207,265331,209605,80320,22441,1090,20,9,5,4,5,23
354,"6,222.45",1709,776079,758527,201359,280583,395362,418049,482338,554430,430087,173180,70103,3939,22,29,8,7,5,49
355,"24,926",39687,657508,642259,174900,232871,325563,360383,405664,465973,370039,146721,58832,3258,27,27,8,5,5,45
356,"2,239",,6754,6910,1678,1881,1721,2753,3754,4657,5495,3406,2316,311,8,1,1,1,2,5
357,1201,,123814,123762,33565,45282,48167,52407,78280,82197,74495,42861,19681,1814,2,7,7,3,2,19
358,20417,32932,123445,123543,34175,45434,48073,53157,78419,81587,73792,42243,19367,1755,11,7,7,3,2,19
359,1044,1180,122635,122556,34016,45190,47995,53048,78049,81183,73062,41793,18851,1681,10,7,6,3,2,18
360,532,138065,1902076,1755846,378985,517953,1204313,1187916,1103485,1111215,930139,524684,195305,5251,11,67,130,36,15,248
361,,4837,1893937,1722499,391112,522999,1101407,1091247,1087162,1126670,958293,539797,220462,5746,15,75,132,30,18,255
362,,51053,1922845,1749049,396720,530556,1123903,1111064,1105340,1143726,973624,549421,224126,5839,13,76,130,30,17,253
363,22478,45292,526496,501512,132554,190063,278643,245299,311990,342256,281852,152781,63487,4095,23,20,26,14,12,72
364,9579,63,19752,19170,2386,6014,7941,4930,8179,12932,15822,9730,6364,642,2,1,7,2,2,12
365,20324,4853,1146510,1062865,239005,326759,537575,518562,634995,725093,751686,418431,158571,8618,10,30,30,11,28,99
366,9523,,27862,26291,5618,8653,8190,8195,13655,18857,18811,12822,8560,770,0,3,3,3,1,10
367,29615,,311025,298169,80641,123785,164971,141948,185641,201771,161112,85346,39234,3144,15,13,18,8,6,45
368,8899,,3110,2908,976,1102,1053,1304,2016,2464,2599,1647,1072,45,1,0,4,1,0,5
369,,158255,2123608,1936436,431473,601855,1256327,1239647,1240250,1275506,1071468,603221,233968,6267,4,88,141,39,16,284
370,240,28564,2000387,1821664,405106,537976,1182232,1168003,1145205,1197248,1021803,578593,234054,6147,40,81,137,32,14,264
371,5435,77610,1326002,1229543,283436,406083,767081,809846,812314,798057,670759,374068,126310,3880,13,48,44,19,7,118
372,52487,13164,1019754,963296,232022,341414,579142,597942,629955,623803,506324,262987,85288,3012,11,34,21,13,4,72
373,10430,,199336,212289,62863,86326,97518,112602,144632,144544,93720,34065,16038,1570,17,8,3,1,0,12
374,4815,,1373351,1296045,334214,427805,723124,766623,838318,853860,757842,381489,132442,5134,21,42,15,10,9,76
375,4367.53,20010,1474330,1387030,349855,457464,789623,814081,890540,915420,809367,413129,146562,5417,11,42,22,14,10,88
376,5543,12425,1966552,1841422,406335,546993,1159642,1197253,1139165,1179321,1042080,547211,193684,6796,27,64,19,22,15,120
377,3586,2876,1975910,1849564,409886,550392,1162879,1201704,1145353,1183892,1045385,549269,194652,6790,29,64,19,22,15,120
378,,,10008,9177,1392,3099,3621,2622,4187,6824,7346,5363,4408,627,6,2,2,1,1,6
379,7793,,10017,10597,1794,2796,2888,3046,4812,6771,7016,3561,2176,194,11,1,2,1,2,6
380,507.47,514,1729831,1571391,356338,479908,1007255,992652,989217,1035357,881018,494142,206023,5630,17,67,123,28,18,236
381,425.88,,10567,10493,2635,4069,3053,3352,6426,7467,7570,4776,3105,370,14,1,1,1,0,3
382,1387,,711517,686371,199000,284413,379058,341885,452153,468259,349319,178820,75106,5373,12,27,21,15,16,79
383,4960,253,531585,506708,132917,191177,280584,245936,313822,344529,283235,153441,63829,4143,7,20,27,14,12,73
384,376.8,254,651580,625967,178842,254220,342905,310319,408590,422846,325102,170764,71266,5018,9,24,21,15,15,75
385,624.6,,613736,588234,164173,237516,329441,290083,380028,403319,309952,162664,68777,4845,12,21,26,14,13,74
386,3305,,597585,572897,157264,230272,320740,280541,368234,392640,301826,159158,67077,4583,6,21,26,14,13,74
387,4513,,467749,442959,111333,162055,248323,213435,269883,303284,262246,147587,63726,4353,20,18,25,11,13,67
388,13808,194,468729,444633,113237,164205,250288,216057,272536,303336,259992,144451,60079,3789,5,18,25,13,12,68
389,8357,1223,699898,673078,195950,279461,371225,335624,444986,457952,343825,177451,74174,5211,1,25,22,15,16,78
390,,18353,700200,675913,195113,280618,373010,335350,445131,460436,341599,173994,72917,5249,8,23,16,14,12,65
391,4185,3846,113331,112085,39867,48802,50170,55355,74079,80150,56551,23723,12287,1497,7,7,2,1,2,12
392,625,5318,383605,372930,115158,163771,199452,190091,261712,259292,177535,85447,34928,2700,19,8,3,7,6,24
393,3448,,426132,415612,122097,177569,235142,208957,277482,284095,190868,89274,38196,3202,11,10,8,5,2,25
394,320,,1688332,1622565,361311,492355,940231,998580,998047,1072799,948330,468377,161727,6706,25,60,11,20,13,104
395,727,,1664412,1602799,351555,477847,955110,989879,976847,1049010,929323,468669,163077,6263,12,54,11,20,13,98
396,1042,9172,1779573,1706428,379692,515726,1020778,1066618,1049754,1117178,986827,494925,171264,6812,29,60,13,20,14,107
397,2314,,1654253,1590755,349935,472319,961084,992132,971672,1039060,922923,470734,163467,6021,14,54,10,19,13,96
398,3053.45,4855,1602389,1517922,347236,453674,935246,992487,944841,981787,844972,443332,159558,5424,13,48,28,20,12,108
399,22237,15568,1015115,967577,227695,308737,588481,600408,598347,638516,545350,273033,94005,3617,31,34,21,13,7,75
400,1225,20564,38275,35700,5291,13131,20802,11723,16655,23058,25633,14335,9078,832,13,3,9,1,2,15
401,5759.74,,7633,7078,1097,1961,1759,1718,3091,4807,5507,3524,2593,229,20,1,1,1,2,5
402,5634,,10353,9592,943,1348,1379,1628,3458,6688,8781,6954,5788,632,0,2,3,1,1,7
403,4049,7932,14541,14387,2243,3900,3141,3670,6015,9245,11893,8148,6219,484,11,3,2,2,2,9
404,27911.12,105239,687872,637749,170051,229626,318076,361386,425974,475795,362971,167298,82359,4303,15,21,11,4,5,41
405,10842,132955,675742,634015,203268,258445,294137,352385,452645,472809,324747,141046,71249,3921,12,24,7,7,7,45
406,815,422,616436,574718,157644,212054,278246,315312,385005,434569,318996,143517,73476,4083,31,18,11,4,5,38
407,3691,,16111,16017,1334,3121,2699,3396,6190,10231,14564,9984,6424,585,0,1,2,1,2,6
408,413.82,,6391,6475,1666,1392,2164,2807,2885,4121,5374,3122,1774,138,9,2,1,2,2,7
409,4415,,6021,6086,2097,1346,2742,3120,2894,3798,4920,2689,1514,104,17,2,3,2,2,9
410,1654,,1068314,1031167,281837,369359,519442,594437,680907,756330,616297,247246,93104,5934,0,35,10,11,9,65
411,2129.5,4451,1040871,1010797,275659,356930,501821,579988,660320,736095,596325,234493,89019,5775,11,36,9,13,9,67
412,4095,3773,38179,37592,11376,17659,15053,16476,26700,28921,23029,11705,6279,606,8,2,0,1,0,3
413,6163.98,28015,75774,73786,17485,26264,32057,28254,42602,54647,50004,27120,14118,1351,2,3,9,2,2,16
414,,,173981,173941,43741,59898,66419,73757,100694,124182,120685,56552,21931,1996,6,6,3,5,1,15
415,2464,41319,163026,158606,43322,63106,80985,71789,95684,104800,94812,49901,23463,1750,5,9,8,2,2,21
416,967,4830,212993,205234,57920,83758,108153,98405,132381,142216,116035,57952,25426,1556,6,4,7,1,3,15
417,191.49,856,17824,17185,3686,4672,3620,5120,7099,9390,12404,8113,6122,545,3,2,2,1,0,5
418,35126,,9143,8955,743,1847,1375,1456,2929,6349,9536,6599,4439,412,5,1,2,1,2,6
419,56835,151750,1048528,1044712,334958,434064,558551,617967,740176,676981,446870,198890,73023,3648,16,41,18,11,4,74
420,26896,,928654,913444,310800,397998,480517,546240,672905,577387,365294,174096,66186,3898,20,32,16,11,3,62
421,360,3385,471612,461586,179762,194109,200868,282505,351990,303373,219210,87501,31161,2155,8,12,4,3,4,23
422,2580,1848,23492,22584,3433,7184,5448,5751,9662,15666,18119,11911,8485,789,5,2,1,2,1,6
423,4158,13056,23287,22390,3379,7064,5384,5653,9476,15499,17977,11848,8477,789,5,2,1,2,1,6
424,7630,3580,93254,101085,33207,41657,27667,48330,74496,66434,48764,18146,6613,524,8,6,2,1,0,9
425,10691.99,14523,72242,77418,28710,32814,21055,40572,59568,49950,36419,13352,4427,298,19,4,2,1,1,8
426,4802,,10873,10168,1106,1743,1973,2127,3225,6190,7847,6202,5102,466,3,1,3,1,1,6
427,,26409,138924,131719,34470,52283,75203,61489,75909,85770,78067,38139,21843,1359,8,9,14,4,2,29
428,858,1097,1606271,1499931,359460,479816,842208,942242,967957,1009395,877243,437081,160512,6671,10,52,16,15,9,92
429,11228,9034,1353311,1240930,262383,394253,740172,695283,762117,865051,771853,429920,178862,5848,23,59,84,19,14,176
430,6764,42637,90534,88855,19302,31583,46466,34678,51945,59339,57215,31298,15316,1128,9,3,15,4,3,25
431,4115,4858,89777,88027,19295,31549,46203,34606,51752,58896,56549,30940,15063,1126,12,3,14,4,3,24
432,474,,1598196,1498720,388723,502420,817255,943482,995576,982913,854237,429423,132920,5155,26,58,24,14,6,102
433,6210.91,31873,1148748,1081526,311960,361578,556165,683579,724553,703934,619393,297476,89621,3828,13,32,17,9,7,65
434,1329,18040,106010,119633,37650,49242,58906,70534,86422,70400,37647,12143,5451,600,3,3,0,1,0,4
435,804.5,,1534377,1416191,359444,477677,796487,921881,954549,937471,796135,415831,130969,4790,26,54,44,19,6,123
436,1843,66,10397,10456,1843,2965,4055,3712,5411,7695,9628,5063,2851,216,5,1,1,1,1,4
437,563,82,1143019,1112978,283369,380159,565992,623938,714154,797444,671358,285531,109942,7105,16,40,20,18,14,92
438,1347,,38223,36833,8134,13158,12144,11985,21116,26672,24182,15997,10310,912,9,3,3,3,2,11
439,10890,,2193667,2036058,452564,610489,1274719,1330623,1279528,1311673,1146509,622397,228259,7120,17,70,65,32,18,185
440,439,11541,1027212,1024100,319401,418199,551649,601818,714643,667471,444641,200483,74889,3754,16,39,16,10,4,69
441,1408,48752,711517,686371,199000,284413,379058,341885,452153,468259,349319,178820,75106,5373,12,27,21,15,16,79
442,19812,10609,280060,278263,68521,94925,120325,128086,168511,196469,180785,83840,30842,2212,10,8,5,1,3,17
443,32137,74532,894513,818113,190696,264357,412325,402356,507028,558006,565480,323528,125972,6517,13,24,23,9,13,69
444,7333,1356,1281748,1205776,313269,402204,656019,706231,785199,802042,706532,357598,125605,5030,33,35,9,9,7,60
